Company Name (EN),Company Name (FA),Website,Company URL,Lower Employee Count,Upper Employee Count,Business Area,Founded Year
Faradars,فرادرس,http://faradars.org,https://jobinja.ir/companies/Faradars,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1387
Netware Studio,استدیو نت ابزار,https://netware.studio,https://jobinja.ir/companies/netware-studio,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1394
ZEUS Holding,هلدینگ زئوس,http://zeusland.com,https://jobinja.ir/companies/zeus-holding,51,200,تولید و صنایع,1386
Borhan System,برهان سیستم پاسارگاد (دانش بنیان),http://www.borhansys.com,https://jobinja.ir/companies/borhansystem,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1385
Poonehmedia,پونه مدیا,https://www.poonehmedia.com,https://jobinja.ir/companies/poonehmedia,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1387
Gapfilm,گپ فیلم,http://gapfilm.ir,https://jobinja.ir/companies/rashin-studio,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1391
Ariyana Soft,آریانا شبکه آفاق,http://ariyanasoft.com,https://jobinja.ir/companies/ariyana-soft,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1400
Damoon,دامون,http://www.damoon-co.com,https://jobinja.ir/companies/damoon,11,50,تولید و صنایع,1392
Padide Merila,پدیده مریلا,http://mybay.ir/,https://jobinja.ir/companies/padide-merila,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1396
Petiak,پتیاک,https://www.petiak.com,https://jobinja.ir/companies/petiak-system,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1385
Delta,دلتا,https://delta.ir,https://jobinja.ir/companies/delta-1,501,1000,املاک و مستغلات,1356
Remis,رمیس,http://remisco.com,https://jobinja.ir/companies/remis,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1380
Sahab,سحاب,http://sahab.ir,https://jobinja.ir/companies/sahab-pardaz,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1393
Boghrat,بقراط,http://boghrat.com,https://jobinja.ir/companies/amirkabir-data-miners,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1392
Cobal,کبال,http://cobal.ir,https://jobinja.ir/companies/cobal,11,50,نفت و گاز,1396
Chargoon,چارگون,http://chargoon.com,https://jobinja.ir/companies/chargoon,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1377
Tadbir Pardaz,تدبیر پرداز,http://WWW.ETADBIR.COM,https://jobinja.ir/companies/tadbirpardaz,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1379
Rahpooyan Pardazesh Gostar Sahra,رهپویان پردازش گستر صحرا,http://www.esahra.ir,https://jobinja.ir/companies/rahpoyan-pardazesh-gostar-sahra,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1372
Record,رکورد,https://recordsd.com,https://jobinja.ir/companies/recordsd,N/A,N/A,واردات و صادرات,N/A
RayanBourse,رایان بورس,https://rayanbourse.ir,https://jobinja.ir/companies/rayanbourse,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1390
Iran Hotel Online,ایران هتل آنلاین,https://www.iranhotelonline.com,https://jobinja.ir/companies/iran-hotel-online,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1384
Faraz Sms,فراز اس ام اس,https://farazsms.com,https://jobinja.ir/companies/faraz-sms,2,10,کامپیوتر، فناوری اطلاعات و اینترنت,1393
GreenWeb,هلدینگ دانش بنیان گرین وب,http://greenweb.ir,https://jobinja.ir/companies/greenweb,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1390
Holoo,گروه فناوری اطلاعات هلو,http://holoo.co.ir,https://jobinja.ir/companies/torfehnegar,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1377
Mobinhost,داده پردازی مبین هاست,https://www.mobinhost.com/,https://jobinja.ir/companies/mobinhost,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1388
Asan Bar,آسان بار,https://asanbar.ir/,https://jobinja.ir/companies/asanbar,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1395
Bugloos,باگلوس,https://bugloos.com/,https://jobinja.ir/companies/bugloos,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,2006
Tarjomic,ترجمیک,https://tarjomic.com,https://jobinja.ir/companies/tarjomic,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1395
Myket,مایکت,https://myket.ir,https://jobinja.ir/companies/myket,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1391
ASA,ویستا سامانه آسا,http://asax.ir,https://jobinja.ir/companies/asa-1,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1391
Maktab Sharif,مکتب شریف,http://maktabsharif.ir,https://jobinja.ir/companies/maktab-sharif,51,200,آموزش، مدارس و دانشگاه‌ها,1395
Mofid Securities,کارگزاری مفید,http://www.emofid.com,https://jobinja.ir/companies/mofid-securities,1000,N/A,مالی و اعتباری,1373
Darkoob Web Design,طراحی سایت دارکوب,https://darkoob.co.ir,https://jobinja.ir/companies/darkoob-web-design,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1381
Tartan Dezh,تارتن دژ,http://tartandezh.com,https://jobinja.ir/companies/tartan-dezh-aryana,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1391
b-amooz,بیاموز,https://b-amooz.com,https://jobinja.ir/companies/b-amooz,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
"Gahvare ,Good Enough Parenting",همیار تربیت کودک گهواره,https://gahvare.net/,https://jobinja.ir/companies/sharif-creative-sol,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1396
Yektanet,یکتانت,http://yektanet.com,https://jobinja.ir/companies/yektanet,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1396
DP,گروه شرکت‌های پرورش داده‌ها,http://www.dpco.net/,https://jobinja.ir/companies/dpco,501,1000,کامپیوتر، فناوری اطلاعات و اینترنت,1367
Asanito,آسانیتو,https://asanito.com/,https://jobinja.ir/companies/pulsedesign,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1384
Zoomit,زومیت,http://www.zoomit.ir,https://jobinja.ir/companies/zoomit,51,200,رسانه و انتشارات,1389
Quiz of Kings,کوییز آو کینگز,http://www.quizofkings.com,https://jobinja.ir/companies/quiz-of-kings,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1397
Taknet,حسابگر پرداز غرب (اینترنت تک نت),https://taknet.ir,https://jobinja.ir/companies/taknet,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
System Group,همکاران سیستم,http://www.systemgroup.net/,https://jobinja.ir/companies/system-group,1000,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,1366
Hamrah Mechanic,همراه مکانیک,http://www.hamrah-mechanic.com,https://jobinja.ir/companies/hamrah-mechanic,51,200,خودروسازی,1392
AloPeyk,الوپیک,https://alopeyk.com,https://jobinja.ir/companies/alopeyk-1,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1395
Dr Saina,دکتر ساینا,http://drsaina.com,https://jobinja.ir/companies/drsaina,51,200,خدمات درمانی، پزشکی و سلامت,1395
OFV Co,افق فرا ویژن,http://ofv-co.com,https://jobinja.ir/companies/ofv-co-1,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1386
Respina Networks,داده پردازی رسپینا,http://www.respina.net,https://jobinja.ir/companies/respina-networks-beyond,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1381
Ertebat Farda,ارتباط فردا,http://efarda.ir,https://jobinja.ir/companies/efarda,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1389
Sepehr Mahan Tech Co,فناوران سپهر ماهان,https://www.sepehrmahan.com,https://jobinja.ir/companies/sepehr-mahan-tech-co,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1395
Ratin,آژانس دیجیتال مارکتینگ راتین,https://www.ratin.agency,https://jobinja.ir/companies/ratin-1,11,50,تبلیغات، بازاریابی و برندسازی,1388
Toshan,توشن,https://toshan.net,https://jobinja.ir/companies/webii-1,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1389
Mabna DP,پردازش اطلاعات مالی مبنا,http://mabnadp.com,https://jobinja.ir/companies/mabna-dp,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1376
Mohaymen,مهیمن,https://www.mohaymen.ir/fa,https://jobinja.ir/companies/mohaymen,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Eavar,اسرا پرواز (ایوار),http://eavar.com,https://jobinja.ir/companies/asra-parvaz-eavar,N/A,N/A,گردشگری و هتل‌ها,N/A
Basalam,باسلام,https://basalam.com,https://jobinja.ir/companies/basalam,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1395
Taksaman,گروه تک سامان هور,https://taksaman.com,https://jobinja.ir/companies/taksaman,11,50,تولید و صنایع,1385
‌Bama,باما,http://bama.ir,https://jobinja.ir/companies/%E2%80%8Cbama.ir,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1388
Malltina,مالتینا,http://malltina.com,https://jobinja.ir/companies/tazmin-sanat,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
iTours,آیتورز,http://itours.ir,https://jobinja.ir/companies/itours,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1363
Web24,وب 24,https://www.web24.ir,https://jobinja.ir/companies/web24.ir,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1387
Matin,متین,http://mtyn.ir,https://jobinja.ir/companies/matin,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1394
Yasnateam,یسناتیم,https://yasna.team,https://jobinja.ir/companies/sourena-1,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1384
PFM,پارس فناوران مبتکر,http://pfm.ir,https://jobinja.ir/companies/pfm,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1384
Ronash,تجارت همراه روناش,https://ronash.co,https://jobinja.ir/companies/ronashco,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1394
Fara Gostar,مهندسی پژوهشی فراگستر پویا,https://www.faragostar.net,https://jobinja.ir/companies/faragostar-company,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
RMI,رایان مبین ایرسا,http://rmi-intl.com,https://jobinja.ir/companies/an-international-company,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1394
Tejarat Electronic Aval,تجارت الکترونیک اول,https://1st.co.com,https://jobinja.ir/companies/septa-1,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1388
Parmis IT,پارمیس,https://www.ParmisIT.com,https://jobinja.ir/companies/parmis-it,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1383
Miare,میاره,http://miare.ir,https://jobinja.ir/companies/miare,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Etemad Yadak Pars,اعتماد یدک پارس,https://etemadyadak.com,https://jobinja.ir/companies/etemad-yadake-pars,11,50,واردات و صادرات,1394
Mosbate Sabz,مثبت سبز,http://www.mosbatesabz.com,https://jobinja.ir/companies/mosbatesabz,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1394
Falnic-IranHP,فالنیک (ایران اچ پی),https://falnic.com,https://jobinja.ir/companies/falnic-%28iranhp%29,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1374
TAPSI,تپسی,http://tapsi.ir,https://jobinja.ir/companies/tap30-1,1000,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,1395
Lendo,لندو,http://lendo.ir,https://jobinja.ir/companies/lendo,N/A,N/A,کامپیوتر، فناوری اطلاعات و اینترنت,N/A
Paeezan Studio,استودیو پاییزان,http://paeezanstudio.com/,https://jobinja.ir/companies/paeezanstudio,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1393
Citynet,سیتی نت,https://www.citynet.ir,https://jobinja.ir/companies/citynet_ir,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1386
Samane Ahan,سامانه آهن,https://samaneahan.com,https://jobinja.ir/companies/samaneahan,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1393
Pars Pooyesh Fanavar,پارس پویش فن آور,http://www.parspooyesh.net,https://jobinja.ir/companies/parspooyesh,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1382
Irsa Pardaz Pasargad,ایرساپرداز پاسارگاد (تهران کلاب),https://tehrunclub.com/,https://jobinja.ir/companies/irsapardaz,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1390
Afagh Soft,نرم افزاری آفاق,http://afaghsoft.ir,https://jobinja.ir/companies/afaghsoft,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1381
Bime Bazar,بیمه بازار,https://bimebazar.com,https://jobinja.ir/companies/BimeBazar,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1395
ParsPack,پارس پک,http://parspack.com,https://jobinja.ir/companies/parvasystem,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1388
Vada,وادا,http://vada.ir,https://jobinja.ir/companies/vada,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1391
Asiatech,آسیاتک,http://Asiatech.ir,https://jobinja.ir/companies/asiatech,501,1000,کامپیوتر، فناوری اطلاعات و اینترنت,1382
Eghamat24,اقامت 24,http://eghamat24.com,https://jobinja.ir/companies/eghamat24com,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1385
Ima Ravesh,ایما‌روش,http://imaravesh.com,https://jobinja.ir/companies/ima_niniplus,11,50,کامپیوتر، فناوری اطلاعات و اینترنت,1387
Hami System Sharif,حامی سیستم شریف,http://hamisystem.ir,https://jobinja.ir/companies/hamisystem,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1388
Nomatec,نوماتک,http://nomatec.net,https://jobinja.ir/companies/nomatec,51,200,کامپیوتر، فناوری اطلاعات و اینترنت,1386
Khanoumi,خانومی,http://khanoumi.com,https://jobinja.ir/companies/khanoumi,201,500,کامپیوتر، فناوری اطلاعات و اینترنت,1393
